Name,Age,Experience,KnifeSkills,PlatingAesthetics,Creativity,ChallengeWinRate,JudgesFeedback,StressManagement,SocialMediaFollowing,Education,Country,CuisineSpecialty,AudiencePopularity,SignatureDishes,UniqueIngredients,HoursPracticed,Top10Percent
Barbara Martinez,26.765070373663146,5.748090815851276,5.8102799325512455,7.422490121202719,8.847262654097003,4.194086083744159,5.282207516694492,4.044448983509627,3.1517837364495196,Bachelor's,UK,Indian,5.192466776348864,4,2,17.81539337970266,0
James Martinez,38.061677383083826,11.369499466566351,4.580538876172446,5.772346373107914,5.9790670904899486,4.716013901534442,5.6235701005581795,3.3502945825498305,3.9158490167068525,High School,USA,Indian,2.9564926165737457,2,2,20.352297953295512,0
Michael Jones,41.56524635089578,13.453099825601965,2.866715505652048,6.891395195834019,9.040285549990585,24.758954299253094,6.880439778418332,0.478072513285527,7.751942492942575,Associate's,India,Japanese,5.39913296861959,3,7,23.273155085047506,0
Robert Miller,11.758032678233445,1.5613767576085316,7.608733737782298,8.28659841229114,10.930594136656639,12.861875091739918,6.765272458946239,7.164331803741906,2.2352976634796176,High School,UK,Indian,5.738187600337467,2,1,16.402815260527237,0
Elizabeth Brown,23.62340634890404,5.169987294193386,5.6656200309964415,7.70022896747988,3.6788415240562937,0.8842866886685066,5.773892875254395,7.029765759644467,3.61637282462531,Associate's,China,Indian,5.774728981194759,6,6,20.68572876176706,0
James Garcia,55.89910134575756,19.524863155674836,9.083099682116192,8.496739310373728,10.179193169664513,19.389400366145548,6.084875386229071,1.7962333125563408,2.830088060466223,High School,France,French,8.522087853108866,4,7,23.241074907942682,0
James Smith,24.00249692552324,6.896593054058001,4.7611425742147855,4.592220018609179,9.1955904355015,24.84852103292841,7.189491054278488,5.362585006441007,5.9979454227807025,Associate's,Mexico,Italian,3.8974741467366094,6,3,28.216174429374878,0
Barbara Brown,29.899160063869438,3.985059244197771,4.336657710118208,8.069074221878404,3.4801516562661403,24.631386201787066,7.0654194384626035,2.627104587050919,6.1651095995234435,High School,China,Mexican,5.163541626664959,3,5,17.44470553750604,0
Robert Martinez,31.98108099563458,2.5293921881108323,2.308327864690534,4.200789607598907,8.35986780264163,9.605411277071546,3.7575504734365603,4.9134061862880225,5.46299726394584,Bachelor's,China,French,0.10928398967748554,0,7,17.68526399820583,0
Elizabeth Smith,42.4191681258142,9.010964914888094,1.8017326970053373,4.080010748478953,5.306493038389132,16.840726340955218,5.510381433841175,3.7501314837487034,2.083140751365271,Associate's,Italy,Mexican,7.895506015797667,2,6,22.81663309662664,0
Elizabeth Miller,25.15377932576463,6.109302283015095,5.264685478060411,6.727541045112622,8.817176374824237,36.67556300501215,6.381975982457874,9.809736161561407,7.192669798829083,High School,UK,French,2.5948770737585294,5,11,21.04296482029419,0
Mary Garcia,39.111814471549664,14.802058543288402,7.725060405370915,6.421594099003448,8.64436073207337,12.436245372442754,5.437382845172346,4.806026882502993,3.4254619725135393,High School,China,French,8.165550240405164,4,4,19.31482120252585,0
William Johnson,55.61294187584524,16.353326299317082,5.562595445825142,7.15268958934954,7.7868266178602585,11.335196437029579,6.638486170457293,6.207160341609603,4.858255981429764,Bachelor's,Brazil,Indian,2.656386663803172,2,9,27.96344991254293,0
Linda Jones,37.506492725748714,8.045608743536032,10.254838188408208,9.452885434493274,10.337345911990944,26.984046141457263,8.325173975221343,10.421025255493179,8.796915686319814,High School,Germany,Mexican,0.10788496262492231,1,9,11.587813653442112,1
Mary Rodriguez,49.43766266256306,9.749013042507038,6.7387757567429505,5.747681863069922,6.482677287778598,-6.02610644720064,3.6367265159431437,2.2671320102186585,0.37356086421441503,Associate's,Brazil,French,1.5483131819344675,4,7,12.89127274771069,0
Mary Smith,36.44547564808322,7.084570050138393,5.660499861041694,5.853920355055877,8.944215470011278,33.171559122971715,8.065352012527146,0.6906700149299638,6.783742613822407,Associate's,Italy,Indian,9.85682902572168,6,5,11.645590301223072,0
William Rodriguez,25.433069665958016,5.085208621120517,10.184398916778234,7.729238349207279,9.303919195292522,24.581378593619444,7.783967623836292,6.719022352173127,7.383141520315881,High School,Italy,Japanese,3.1980124594798855,8,3,26.008399804999872,0
William Davis,37.75677346745196,12.415983464566265,7.534963416518836,7.722133686649559,7.715313989763087,27.492231993977914,6.767628275607715,8.807090721220959,5.208384811370837,High School,UK,Mexican,1.0882390201274716,2,4,22.57361660610226,0
Patricia Rodriguez,40.42409000355846,10.597508442398029,9.13163734513202,6.490628942906513,9.138832823836808,30.267567116717203,7.207914832843499,2.9290581716146105,5.1844231757069865,Associate's,UK,French,1.1875880362575053,1,6,13.146274580665942,0
Mary Smith,43.700516149082176,12.361912293235754,9.923164865286898,8.052237306240146,10.809988694013324,18.641309554151167,7.25969674823111,10.071389041864062,5.602567973916573,High School,France,Japanese,3.1034271405722382,3,4,19.384833043253867,0
Elizabeth Miller,47.73574647561806,18.778848661263325,7.329694729008143,9.069705978550838,8.78044815431342,29.96086449703269,6.753443412594084,9.440554696556621,5.225541004265528,High School,China,Indian,0.37645041116763034,2,4,19.861622033305157,0
Linda Williams,22.17544788050693,4.721027964895444,9.495247694433804,8.474201033909711,9.932143035674486,24.256724835659572,7.16825467438246,0.5540176467596769,1.5230800369040356,High School,India,French,5.1148858812195375,4,7,8.953901903982098,0
Mary Davis,39.842400868222825,14.31334151057822,5.758673049145699,6.37655033517584,8.656856134294253,23.043093036581624,6.022173324776265,2.4827919777655536,5.304127914690815,High School,Brazil,Indian,2.1374091548932017,2,2,20.941385639728573,0
Patricia Garcia,28.72572595869508,10.07356137095783,5.621401812091648,6.236334775707966,5.173624139572819,21.51851121695284,4.814600076244702,-0.4740419751023559,4.752282815039245,High School,China,Indian,5.193106413968723,6,2,14.112269689333461,0
Patricia Rodriguez,33.45735975875903,12.77404727196955,4.44299680765305,7.942673635681366,6.980870601390008,41.06211679180334,5.924539446926967,7.198238978954085,8.001226858955189,Culinary School,Brazil,Indian,1.4076421869922018,2,5,23.533342734455015,0
Robert Garcia,34.75160166110846,15.91327065519505,5.3452823359300226,9.180087863796095,6.76860259019208,11.970766929522515,6.856284190403901,3.7536155360162535,4.332101730385652,Associate's,Japan,Mexican,4.298572290174923,0,5,14.265293771101001,0
William Garcia,29.285310284319532,11.480007204285068,6.799710798547801,8.186122194427266,10.068377917875699,21.89231072263116,7.049071161073914,4.133522784558389,4.2305745342374985,Bachelor's,Mexico,Japanese,5.979168584012445,4,3,21.095799102605145,0
Mary Smith,23.773656370871223,4.64637027345092,7.3462686912187225,6.586132780354509,8.233817487912253,17.52878441924889,7.294714571881399,7.303771311788067,6.051499382389598,High School,Mexico,Japanese,0.6199993833810802,3,4,26.472851163949258,0
William Johnson,28.062897279851942,-0.8807395187906817,7.243543834767211,7.775478783968352,5.18095696507395,9.180276489210314,6.148021075292112,3.6506944952383344,0.8671348832621808,High School,UK,Italian,3.9874930925105856,3,6,24.872800405066133,0
Mary Brown,29.492658685994932,0.7193879864680834,4.630821368288084,6.834237914565385,6.804481617350586,28.29350561953546,6.287443876312679,1.4201099076094632,5.557889838580045,Bachelor's,India,French,3.0252382098968775,1,4,22.535824418585747,0
Elizabeth Martinez,41.38002281897712,9.154204952466287,4.982277817108015,5.59787082225377,6.67660541374507,2.874686259805692,5.965364599736693,-1.8188408429349545,0.5225090744928798,Associate's,India,Indian,2.4035981648863403,5,1,19.593322117791267,0
John Miller,57.27314161609446,18.096377600628806,9.562371107334956,8.595723473005142,7.722709661281072,17.732304985609847,5.465871563800592,6.310175799674171,2.9253835611080095,High School,USA,French,6.045346260844965,4,2,12.49947881456577,0
Michael Williams,46.34490149874285,8.790029267759852,9.392065933275056,5.463028643295482,10.296268583420652,30.977826250900605,6.278185077735959,3.8269771288013192,3.971144699736592,Associate's,Italy,Japanese,5.885419857654073,2,3,17.804520798502622,0
John Rodriguez,42.00696558354629,8.061827457597483,7.7198543060375115,7.093556638019935,4.070000296645103,16.608920591733813,6.39718673237824,-0.9141395679346509,2.9562254430425527,Associate's,India,Japanese,6.306998066776935,4,9,18.869969153635463,0
Michael Williams,36.37408670530112,9.843228198511888,6.77939804084666,6.610078404587374,9.38895785633547,18.40746158045964,6.3576225630564505,6.548510885482834,4.6597450944223056,Bachelor's,Brazil,Indian,1.5888267043252136,4,3,18.510888282583725,0
John Williams,41.26423193596813,22.586385135447795,6.015345130074952,6.017508750533833,6.019841114216719,8.901185783332005,4.383630938736168,6.398780909590343,2.8820584234219617,High School,Brazil,Mexican,2.8570924486232774,2,5,12.332388788401818,0
William Davis,37.33284115782987,8.171243599035384,2.9704134517456366,4.8563953906526045,7.575164262793537,34.50255825120374,6.825978914070895,1.4092020956755738,5.862493060826675,Associate's,Mexico,Indian,2.0967877799507875,4,3,22.17217372411935,0
Michael Davis,48.91976594616398,15.97724111569849,4.819191370629949,8.109454920943449,7.986238160865344,21.493634049198462,5.929636459981676,6.409413516185418,6.527281597815223,Bachelor's,China,Indian,5.405036049978419,3,2,14.095421638373569,0
James Rodriguez,32.442884859210636,9.129150445389671,7.0441016424116,6.976848047336247,10.546160961611555,11.283623834654694,7.034959974826488,3.415251896162873,4.874895065203535,Culinary School,India,Italian,4.610656892096163,3,5,27.73054471802827,0
Robert Jones,31.953358389205377,15.002525056675076,6.147271040677582,10.336913595435362,14.322002067628674,34.76353232233343,7.99453926863312,6.165709804919815,6.789249823886376,Bachelor's,USA,Mexican,3.3029373759275007,1,6,20.740105926593472,1
Robert Rodriguez,33.39786096943326,8.88401466552831,4.763360515175677,5.872053490422091,6.417882975457761,25.198278399059276,6.482557168890588,5.070232270485404,6.136836251616547,High School,China,French,7.860148088684332,4,4,24.896313140072262,0
Robert Johnson,21.76110849794679,11.207048115505794,6.6147469455706505,8.098056217097108,8.488772110333096,31.465861515189694,6.878770309703475,5.964996741599693,5.652813778416649,Bachelor's,Mexico,Mexican,0.939737444083828,3,9,24.792965701726708,0
Linda Miller,41.52711085234098,15.43655545713865,9.270980497121146,9.289628163550994,11.586040882653684,22.422714954966374,8.019419240320381,4.600091657299928,6.172841360875778,Bachelor's,Brazil,Indian,9.748966887556422,2,10,30.38965820802416,1
Michael Miller,24.66330752182494,8.390521146179884,7.500020375240691,6.865174284180416,8.584295041517013,0.9313208974143024,6.120087565270294,9.291723655622224,5.257434869659825,Bachelor's,UK,Indian,1.1654407781531873,3,5,20.909405026195262,0
Mary Garcia,37.254003097496344,14.175803760427552,11.193781128635067,8.067821995305886,9.554113610251111,28.54516223356456,9.249130247690529,9.761557462883765,4.905328491751725,Bachelor's,Japan,Indian,7.7307081256836945,3,5,18.04969375095029,1
William Smith,30.52065575383362,11.235018547301568,9.058376323054393,8.050164601332067,6.813756110827125,15.080259428682108,7.833167131717425,3.3798728358795236,5.886407140091767,Culinary School,India,Indian,3.6823018916083186,2,3,18.146074042775417,0
John Garcia,42.93476585653319,7.61056329410067,1.9740849826961941,5.535815171307545,5.86772557187806,25.227419899619,7.154981403802777,4.680097833911928,6.635681610425146,High School,Brazil,Indian,8.652622291318057,4,6,27.48051320669901,0
Michael Johnson,21.000399457818602,7.017946317711461,7.21936137112552,6.338712482819619,9.139193832275584,28.488120434631526,7.248575496921805,6.983385557120174,6.927977396983745,High School,China,Mexican,0.7416994878416205,0,6,13.39882292038683,0
Elizabeth Davis,33.44584707655833,6.924716840996263,2.3450840531818877,5.4606311846724225,7.784103734756549,12.559576044714543,5.693394121798369,1.3585940351270294,2.702452246252899,Bachelor's,Brazil,Indian,3.747217101923378,1,3,15.60937710903409,0
Linda Rodriguez,24.489535072862346,11.368913118209385,6.463966402865447,7.493260352571671,9.341475221455227,28.23353513487052,7.844109272294632,4.189630391315551,6.305165717800545,High School,USA,Japanese,3.354434065002363,4,5,21.184958803657317,0
William Rodriguez,39.615408855878435,12.650617258429229,5.9556929623884765,8.942156300622468,9.291953872756178,22.04562434233445,6.290624110339261,6.81716463965668,5.447904150885478,High School,Mexico,Japanese,9.931570382255353,2,7,19.23601272988752,0
William Johnson,35.70673925376117,7.038235749012573,4.210410140076926,6.588349340050092,4.37830245946167,25.444855973424797,6.494322602630689,3.591909317439108,2.9361679984890694,Associate's,Germany,Italian,9.855489948896256,5,6,24.83822228852504,0
Elizabeth Martinez,23.76904740026119,4.184369500986616,5.376678841560106,8.307594197996835,5.472579179813146,18.577402965704977,6.34309898666361,-3.105300210945016,2.558120931283745,Bachelor's,Brazil,French,1.89803958666388,3,7,13.306533812602892,0
Michael Jones,36.1473480285166,13.429006616492867,8.721152074404602,8.547337452920432,9.776978785380628,24.020933458539652,8.212712497286793,9.584366247968703,4.437180587360948,High School,UK,Japanese,6.299469606983389,6,3,19.665269961834007,0
William Smith,48.23092176141586,16.059315946281043,6.221867072163804,6.708684446192612,6.08218322038034,18.096301591416385,6.582395448587897,5.777609285932003,4.134042990390571,Associate's,India,Italian,5.355194199109402,3,7,19.064941287406704,0
Elizabeth Miller,44.72575690355242,13.356378101951556,5.3603662173150015,7.574520496556436,8.517321410534121,-1.7611020528468764,6.674455838058904,5.941448885390055,2.539236798435237,High School,UK,Mexican,1.5437349124073874,3,5,14.6387801466709,0
Elizabeth Jones,36.348931426015994,9.340796151951185,3.2849516993411254,7.52057002165402,8.67103132921641,30.260344191150907,8.324084796002701,6.837036338925101,5.211562485980678,High School,USA,French,1.6777970610442305,3,8,24.393300603164565,0
William Miller,38.382177770820235,11.283477657669172,5.064615203120339,6.297752194139067,9.163978278268138,26.877974933642903,5.737498490599767,3.60460449946929,8.77137029835494,High School,Italy,Indian,9.892517284795547,2,8,19.54107855185957,0
Patricia Davis,43.25512495519679,7.141328648095019,4.99440919253413,9.55337086349841,5.59236857497657,25.211237249002405,6.9742668628034306,3.8828572729442277,5.303751978248376,High School,China,Indian,4.527299936209327,3,7,19.329626945763604,0
William Rodriguez,44.34011811161512,14.006554988186817,4.6160544368961345,6.971001675498741,5.792587805903158,15.094925461158445,6.786149879041943,-0.8451748656996321,3.5188641291489793,Bachelor's,Japan,Mexican,1.258012920000735,1,6,15.876482713657822,0
Elizabeth Brown,36.73345078596819,8.440402847907013,3.145995261195422,6.689313788927058,5.529454731899774,9.158894411745573,5.211493434343885,-0.7211332527812697,3.2080909022720094,Bachelor's,India,French,2.147900387392543,5,6,18.15067208607306,0
Linda Brown,29.277209469471618,9.78895796932875,3.7505306957791014,6.745100086765156,8.815828854406043,21.207410511050725,6.784406860956,2.1600934884142,3.587054714975223,Bachelor's,Germany,Japanese,2.6834806724854965,2,6,14.89186205539717,0
James Garcia,15.02734084262065,1.9475058328721033,2.1969952842868223,5.4875200131530395,4.406956599058985,9.822755726279858,6.09510590777125,3.7603954198580283,4.735552616019329,High School,Mexico,French,5.109172633186193,0,12,24.318831926822135,0
Barbara Garcia,41.40469310527023,7.754311955602277,7.706205295024359,5.7089722128757785,5.952711460353666,21.436675333650363,5.865516165817641,6.194485023922978,5.0988186646396105,Associate's,Mexico,Italian,3.3554812950630932,9,5,25.16407998377653,0
John Davis,39.81836478224938,11.477245628909136,1.1102158083680491,4.527566962640336,5.6169112572643485,5.545034432841057,4.498974858605543,6.981518559410222,2.2715455329777843,High School,USA,Mexican,4.55011785889921,3,7,28.400307624011255,0
Elizabeth Rodriguez,47.986670159876724,12.672609988111656,8.516767983247957,8.089399019962793,10.133286956729629,20.154106670380806,8.325184524934796,5.275329773505855,6.110679693797845,High School,Italy,Japanese,1.6649955110136272,5,4,22.17026688460726,0
James Garcia,35.507760073324896,13.782152655073693,8.257767604319248,6.526219646935056,8.527375518530356,38.32791326772363,8.334380822358352,7.440037171364795,6.562073229273649,Associate's,France,French,3.267286905875062,1,6,18.303907033434406,0
Elizabeth Davis,41.562856454020796,11.644319927927949,4.416893610871353,7.585340710249714,6.388494728369695,11.695511404233837,6.540066280351917,2.5812465567427694,5.417995910035626,Bachelor's,USA,French,0.7031659271775403,4,6,17.655183884521563,0
Mary Brown,30.275178552826706,3.310917498038169,0.9983266204946384,4.574616279901953,5.677865104633018,17.262161410812265,5.170948758501509,5.240447710359266,4.6864953944811445,High School,Italy,Japanese,8.897102734758487,4,6,22.453240218701595,0
James Brown,24.88185832146199,5.1836935044609485,5.702411303068774,7.457726381592204,8.045754733659846,19.997745981781296,6.876791001959737,11.640485433433089,0.9771989434280988,High School,Mexico,Italian,1.9875247716857825,3,2,21.00431777280457,0
Mary Williams,26.513841755140916,6.386628107159085,8.013880862404054,8.350816591178633,10.162054926818232,24.90316853775098,7.390025015426687,4.380297158576183,7.237817377342671,Culinary School,Mexico,Italian,7.569001354287388,4,4,19.128959268290608,1
Patricia Williams,22.877563539064425,5.706513820353255,9.425935525779359,9.924546695677206,7.951114236343674,34.75001119838966,7.6540814536905,7.596045069506569,6.082173720404265,Associate's,China,French,3.49551788203346,2,4,18.689607115620966,1
Linda Miller,38.37732781580436,6.971491158741648,5.1911905080414815,7.499381104660382,7.958787621130851,5.578500897390649,6.600080971139229,2.0249049485027943,4.344758610328771,Culinary School,Brazil,Indian,4.743973189397933,3,2,25.855952103862457,0
Michael Smith,24.489492255200222,2.8725660417591046,3.45006316018533,5.399009190643726,1.881602115514367,18.76357772487966,5.805168280989541,2.9457588402834554,5.272189779220586,Culinary School,Brazil,Japanese,2.912610394612268,5,6,17.840763280914793,0
Robert Williams,37.740753240998195,10.483152810736922,7.894879835120136,9.915361471839647,6.645555050729495,25.479863050364237,7.962082523878719,2.8461589137944343,5.441608834035685,Associate's,Japan,Italian,6.964412711073699,2,6,26.73337963418021,0
James Smith,36.415905787255554,7.218491489672048,6.654071210399129,7.7821703633835835,6.167889483997662,19.011516678675275,6.109355218794046,7.148272212681507,2.6377335735630725,High School,USA,Italian,8.445464192747075,3,2,20.910680970001025,0
Mary Martinez,13.59871110537783,6.966962826554948,3.104515557021886,7.512608781119333,8.556134813923606,19.854087455564486,6.99614874156785,6.236709632652103,8.1289959990136,Bachelor's,Germany,Italian,2.862701847395881,2,5,18.160595917086905,0
Barbara Brown,42.39672831528935,8.554002691605962,2.4603970114958704,5.796270738177307,7.13654964217616,14.050537102132727,6.5576916481093175,7.563486557562108,7.840855013496286,High School,Mexico,Mexican,2.422176436635924,4,4,16.07365377345454,0
Elizabeth Williams,29.152241953633833,10.50028717540616,3.9170824609340364,7.619344712478911,7.323283904436726,22.73432227278359,4.628988660260246,6.342630342486834,6.9559089487581005,High School,Mexico,Indian,6.814402654638969,1,4,19.22737635033625,0
